Date,Price,Open,High,Low,Volume,Change %,Vol.
3/23/2019,0.07136,0.078437,0.07946,0.070279,2420000000,-9.02%,2.42B
3/24/2019,0.078437,0.079212,0.080041,0.077641,944000000,-0.98%,944.00M
3/25/2019,0.079213,0.075821,0.079417,0.075551,1990000000,4.53%,1.99B
3/26/2019,0.075783,0.08479,0.086787,0.074476,2640000000,-10.62%,2.64B
3/27/2019,0.08479,0.08822,0.088779,0.084204,1300000000,-3.88%,1.30B
3/28/2019,0.088211,0.091038,0.092372,0.087642,1780000000,-3.09%,1.78B
3/29/2019,0.091023,0.090286,0.094664,0.087269,2300000000,0.82%,2.30B
3/30/2019,0.090281,0.092657,0.092987,0.085129,2680000000,-2.64%,2.68B
3/31/2019,0.092725,0.096382,0.097117,0.092025,832140000,-3.80%,832.14M
4/1/2019,0.096385,0.096692,0.097361,0.09607,607120000,-0.31%,607.12M
4/2/2019,0.096684,0.098508,0.099272,0.095707,1220000000,-1.86%,1.22B
4/3/2019,0.098512,0.09574,0.099027,0.094852,1300000000,2.91%,1.30B
4/4/2019,0.09573,0.10019,0.101192,0.093419,1790000000,-4.44%,1.79B
4/5/2019,0.100178,0.101484,0.102728,0.098121,1510000000,-1.29%,1.51B
4/6/2019,0.101488,0.104139,0.111584,0.099575,2700000000,-2.51%,2.70B
4/7/2019,0.104097,0.099597,0.105412,0.099552,2040000000,4.52%,2.04B
4/8/2019,0.099595,0.102198,0.102899,0.0987,1800000000,-2.54%,1.80B
4/9/2019,0.102187,0.101708,0.103398,0.096942,2060000000,0.47%,2.06B
4/10/2019,0.101708,0.106775,0.107715,0.100512,2500000000,-4.75%,2.50B
4/11/2019,0.106775,0.10148,0.10982,0.10001,3810000000,5.21%,3.81B
4/12/2019,0.101484,0.095139,0.104971,0.093712,3850000000,6.67%,3.85B
4/13/2019,0.095136,0.098537,0.099435,0.090785,4310000000,-3.43%,4.31B
4/14/2019,0.098519,0.088906,0.107755,0.08881,5560000000,10.82%,5.56B
4/15/2019,0.088904,0.089357,0.095262,0.087559,2620000000,-0.50%,2.62B
4/16/2019,0.08935,0.081459,0.091394,0.080777,3260000000,9.69%,3.26B
4/17/2019,0.081459,0.081976,0.084131,0.080554,982580000,-0.63%,982.58M
4/18/2019,0.081978,0.078728,0.083464,0.077829,1670000000,4.18%,1.67B
4/19/2019,0.078692,0.074668,0.07951,0.073346,1910000000,5.39%,1.91B
4/20/2019,0.074666,0.077082,0.077259,0.071512,2420000000,-3.11%,2.42B
4/21/2019,0.077064,0.084521,0.085797,0.076582,1550000000,-8.83%,1.55B
4/22/2019,0.084529,0.084121,0.084957,0.08384,641010000,0.29%,641.01M
4/23/2019,0.084285,0.085026,0.085901,0.083653,1050000000,-0.59%,1.05B
4/24/2019,0.084787,0.084884,0.087207,0.082764,1440000000,-0.11%,1.44B
4/25/2019,0.084883,0.08703,0.091109,0.083648,1990000000,-2.47%,1.99B
4/26/2019,0.08703,0.085879,0.089413,0.085163,1840000000,1.34%,1.84B
4/27/2019,0.085879,0.084991,0.09093,0.079456,3300000000,1.04%,3.30B
4/28/2019,0.084993,0.088086,0.091381,0.083175,2880000000,-3.49%,2.88B
4/29/2019,0.08807,0.085067,0.094503,0.078578,4890000000,3.49%,4.89B
4/30/2019,0.085096,0.08972,0.092769,0.080232,3400000000,-5.16%,3.40B
5/1/2019,0.089723,0.074224,0.093836,0.073521,6200000000,20.87%,6.20B
5/2/2019,0.074228,0.088374,0.091945,0.070767,7510000000,-15.95%,7.51B
5/3/2019,0.088311,0.11121,0.112465,0.078195,8970000000,-20.59%,8.97B
5/4/2019,0.11121,0.114765,0.11897,0.108016,2820000000,-3.09%,2.82B
5/5/2019,0.114755,0.124473,0.12752,0.11291,2540000000,-7.80%,2.54B
5/6/2019,0.124469,0.126094,0.135591,0.122251,3620000000,-1.30%,3.62B
5/7/2019,0.126109,0.122372,0.129056,0.115611,6320000000,3.07%,6.32B
5/8/2019,0.122354,0.127706,0.136887,0.120139,5360000000,-4.24%,5.36B
5/9/2019,0.127765,0.142183,0.147603,0.122578,8860000000,-10.18%,8.86B
5/10/2019,0.142243,0.126834,0.158237,0.12488,12960000000,12.13%,12.96B
5/11/2019,0.126858,0.117636,0.130866,0.114439,9630000000,7.86%,9.63B
5/12/2019,0.117611,0.121878,0.143027,0.112175,11680000000,-3.50%,11.68B
5/13/2019,0.121873,0.083749,0.150228,0.083042,19470000000,45.51%,19.47B
5/14/2019,0.083754,0.076846,0.0883,0.072656,8120000000,8.99%,8.12B
5/15/2019,0.076844,0.072803,0.085412,0.071784,7010000000,5.55%,7.01B
5/16/2019,0.072806,0.062945,0.073536,0.062625,3810000000,15.66%,3.81B
5/17/2019,0.062951,0.059452,0.06417,0.059148,1490000000,5.89%,1.49B
5/18/2019,0.059447,0.06037,0.060889,0.0587,507060000,-1.53%,507.06M
5/19/2019,0.06037,0.059691,0.060444,0.058837,380520000,1.14%,380.52M
5/20/2019,0.059691,0.059318,0.059892,0.059109,310030000,0.63%,310.03M
5/21/2019,0.059317,0.059434,0.059493,0.057233,473970000,-0.20%,473.97M
5/22/2019,0.059439,0.058691,0.060315,0.058283,693890000,1.27%,693.89M
5/23/2019,0.058691,0.059754,0.060757,0.058356,729820000,-1.78%,729.82M
5/24/2019,0.059754,0.059943,0.061015,0.058557,539990000,-0.31%,539.99M
5/25/2019,0.059943,0.0589,0.060165,0.058557,304530000,1.79%,304.53M
5/26/2019,0.05889,0.058564,0.059435,0.05849,246760000,0.55%,246.76M
5/27/2019,0.058568,0.058663,0.059734,0.058003,366710000,-0.16%,366.71M
5/28/2019,0.058663,0.05965,0.061004,0.058204,516320000,-1.66%,516.32M
5/29/2019,0.05965,0.05981,0.06023,0.055189,1140000000,-0.27%,1.14B
5/30/2019,0.05981,0.060246,0.060988,0.059333,395670000,-0.73%,395.67M
5/31/2019,0.060249,0.059381,0.060844,0.057564,741520000,1.47%,741.52M
6/1/2019,0.059376,0.062125,0.062505,0.059367,645770000,-4.42%,645.77M
6/2/2019,0.062125,0.061642,0.062378,0.061189,343060000,0.78%,343.06M
6/3/2019,0.061642,0.062365,0.062656,0.061215,360930000,-1.18%,360.93M
6/4/2019,0.062378,0.063445,0.063816,0.061377,801920000,-1.69%,801.92M
6/5/2019,0.063453,0.064781,0.066794,0.063019,1060000000,-2.05%,1.06B
6/6/2019,0.064781,0.065842,0.066697,0.062792,1730000000,-1.58%,1.73B
6/7/2019,0.065823,0.060341,0.066343,0.059956,2590000000,9.09%,2.59B
6/8/2019,0.060337,0.059239,0.06049,0.058851,515860000,1.85%,515.86M
6/9/2019,0.059239,0.060584,0.060958,0.05894,502900000,-2.21%,502.90M
6/10/2019,0.060579,0.061675,0.063071,0.060288,1030000000,-1.78%,1.03B
6/11/2019,0.061677,0.060834,0.062199,0.059839,985490000,1.40%,985.49M
6/12/2019,0.060827,0.060507,0.061075,0.059309,567050000,0.50%,567.05M
6/13/2019,0.060521,0.060497,0.061089,0.058553,721760000,0.04%,721.76M
6/14/2019,0.060498,0.06113,0.063046,0.059796,939390000,-1.03%,939.39M
6/15/2019,0.061129,0.061179,0.061867,0.059901,865730000,-0.08%,865.73M
6/16/2019,0.061179,0.063105,0.063847,0.060119,1050000000,-3.05%,1.05B
6/17/2019,0.063106,0.06337,0.068159,0.062808,3230000000,-0.42%,3.23B
6/18/2019,0.06337,0.05958,0.064205,0.05922,2090000000,6.37%,2.09B
6/19/2019,0.059577,0.057188,0.060039,0.056841,816190000,4.17%,816.19M
6/20/2019,0.05719,0.058409,0.060734,0.056106,1320000000,-2.09%,1.32B
6/21/2019,0.058409,0.058528,0.060497,0.05762,898130000,-0.21%,898.13M
6/22/2019,0.058531,0.057449,0.058809,0.055954,955500000,1.90%,955.50M
6/23/2019,0.057439,0.06221,0.06221,0.056881,836910000,-7.66%,836.91M
6/24/2019,0.062204,0.060468,0.062385,0.060263,706960000,2.88%,706.96M
6/25/2019,0.060465,0.058613,0.060488,0.058146,822860000,3.15%,822.86M
6/26/2019,0.058617,0.061122,0.061208,0.058498,1110000000,-4.10%,1.11B
6/27/2019,0.061121,0.059625,0.061443,0.059306,1170000000,2.50%,1.17B
6/28/2019,0.059632,0.063953,0.064147,0.059268,1500000000,-6.76%,1.50B
6/29/2019,0.063952,0.063699,0.065359,0.06263,1060000000,0.44%,1.06B
6/30/2019,0.063672,0.064673,0.065288,0.062644,1060000000,-1.54%,1.06B
7/1/2019,0.06467,0.063876,0.065386,0.063217,1320000000,1.24%,1.32B
7/2/2019,0.063876,0.060956,0.064662,0.060911,1540000000,4.78%,1.54B
7/3/2019,0.06096,0.060965,0.0614,0.059674,755310000,-0.01%,755.31M
7/4/2019,0.060966,0.058853,0.06152,0.057526,941230000,3.59%,941.23M
7/5/2019,0.058853,0.06271,0.065124,0.058203,1590000000,-6.16%,1.59B
7/6/2019,0.062714,0.063211,0.063719,0.061049,659090000,-0.79%,659.09M
7/7/2019,0.063211,0.062646,0.063708,0.061841,705390000,0.90%,705.39M
7/8/2019,0.062648,0.061643,0.063807,0.061146,904510000,1.59%,904.51M
7/9/2019,0.061668,0.062299,0.062718,0.060727,754250000,-1.02%,754.25M
7/10/2019,0.062304,0.061329,0.062551,0.059984,957750000,1.60%,957.75M
7/11/2019,0.061323,0.061505,0.063418,0.060768,943830000,-0.29%,943.83M
7/12/2019,0.061503,0.063815,0.064372,0.060242,969520000,-3.61%,969.52M
7/13/2019,0.063809,0.061646,0.064013,0.060917,982150000,3.50%,982.15M
7/14/2019,0.06165,0.063382,0.064149,0.061336,916320000,-2.69%,916.32M
7/15/2019,0.063352,0.063316,0.063973,0.062231,1210000000,0.03%,1.21B
7/16/2019,0.063331,0.06879,0.069127,0.062709,1950000000,-7.86%,1.95B
7/17/2019,0.068737,0.067708,0.071312,0.067644,1300000000,1.54%,1.30B
7/18/2019,0.067697,0.068487,0.069348,0.066785,839410000,-1.18%,839.41M
7/19/2019,0.068507,0.068085,0.068927,0.066662,750630000,0.87%,750.63M
7/20/2019,0.067914,0.068997,0.069078,0.064882,1300000000,-1.57%,1.30B
7/21/2019,0.068996,0.069174,0.070484,0.067366,1350000000,-0.25%,1.35B
7/22/2019,0.069172,0.067719,0.070807,0.067575,1740000000,2.28%,1.74B
7/23/2019,0.067629,0.074347,0.074837,0.066952,3230000000,-9.02%,3.23B
7/24/2019,0.074337,0.079612,0.08142,0.073574,1800000000,-6.66%,1.80B
7/25/2019,0.079641,0.085749,0.08776,0.079005,2890000000,-7.11%,2.89B
7/26/2019,0.085735,0.076055,0.088242,0.075725,5690000000,12.78%,5.69B
7/27/2019,0.076022,0.080708,0.080895,0.074258,2500000000,-5.81%,2.50B
7/28/2019,0.080711,0.072552,0.083282,0.072287,4470000000,11.29%,4.47B
7/29/2019,0.072524,0.071932,0.074583,0.071497,1170000000,0.82%,1.17B
7/30/2019,0.071934,0.070503,0.072299,0.069482,782410000,2.03%,782.41M
7/31/2019,0.070503,0.070888,0.074604,0.07017,1640000000,-0.54%,1.64B
8/1/2019,0.070888,0.06875,0.071091,0.066582,1250000000,3.11%,1.25B
8/2/2019,0.068751,0.069896,0.073732,0.067769,1840000000,-1.63%,1.84B
8/3/2019,0.069893,0.068877,0.072082,0.068768,1130000000,1.48%,1.13B
8/4/2019,0.068877,0.068618,0.069856,0.067464,504360000,0.38%,504.36M
8/5/2019,0.068618,0.069699,0.071065,0.06844,758120000,-1.55%,758.12M
8/6/2019,0.069697,0.067216,0.070095,0.067206,948320000,3.69%,948.32M
8/7/2019,0.067214,0.066174,0.067541,0.065783,626190000,1.57%,626.19M
8/8/2019,0.066174,0.066536,0.068387,0.065169,691870000,-0.54%,691.87M
8/9/2019,0.066534,0.068496,0.069023,0.065524,853830000,-2.88%,853.83M
8/10/2019,0.068508,0.06811,0.071145,0.06689,1170000000,0.59%,1.17B
8/11/2019,0.068106,0.069602,0.072109,0.067836,1130000000,-2.14%,1.13B
8/12/2019,0.069598,0.068693,0.074323,0.068059,1890000000,1.32%,1.89B
8/13/2019,0.068691,0.069114,0.072367,0.067328,1570000000,-0.61%,1.57B
8/14/2019,0.06911,0.067187,0.070798,0.065341,1510000000,2.86%,1.51B
8/15/2019,0.06719,0.062552,0.06719,0.061788,1070000000,7.42%,1.07B
8/16/2019,0.062549,0.061905,0.062634,0.060154,853370000,0.94%,853.37M
8/17/2019,0.061967,0.067534,0.067951,0.061819,995870000,-8.28%,995.87M
8/18/2019,0.067562,0.068042,0.068921,0.06734,603610000,-0.70%,603.61M
8/19/2019,0.06804,0.067364,0.069444,0.065983,773650000,0.99%,773.65M
8/20/2019,0.067371,0.07001,0.071375,0.066815,971460000,-3.77%,971.46M
8/21/2019,0.070011,0.070075,0.070844,0.067027,1130000000,-0.09%,1.13B
8/22/2019,0.070075,0.069039,0.076849,0.067779,2780000000,1.49%,2.78B
8/23/2019,0.069045,0.067684,0.070209,0.065493,1520000000,2.01%,1.52B
8/24/2019,0.067685,0.063038,0.068797,0.063006,1670000000,7.37%,1.67B
8/25/2019,0.063038,0.064374,0.065493,0.062921,634140000,-2.06%,634.14M
8/26/2019,0.064362,0.062932,0.064804,0.061781,712450000,2.27%,712.45M
8/27/2019,0.062936,0.062429,0.064359,0.061648,968140000,0.82%,968.14M
8/28/2019,0.062424,0.061948,0.062774,0.059506,899830000,0.77%,899.83M
8/29/2019,0.061949,0.059787,0.062078,0.057692,1210000000,3.63%,1.21B
8/30/2019,0.05978,0.061744,0.062976,0.059733,719500000,-3.19%,719.50M
8/31/2019,0.061751,0.067239,0.067242,0.061208,883590000,-8.16%,883.59M
9/1/2019,0.067237,0.069464,0.06948,0.066316,707630000,-3.21%,707.63M
9/2/2019,0.069464,0.069081,0.070112,0.068856,494860000,0.57%,494.86M
9/3/2019,0.069073,0.070593,0.07326,0.068283,1140000000,-2.14%,1.14B
9/4/2019,0.070584,0.068458,0.071174,0.067936,973800000,3.10%,973.80M
9/5/2019,0.06846,0.06716,0.069255,0.066214,956690000,1.94%,956.69M
9/6/2019,0.06716,0.069326,0.069982,0.065542,914260000,-3.11%,914.26M
9/7/2019,0.069318,0.067208,0.069776,0.065694,939540000,3.15%,939.54M
9/8/2019,0.067199,0.066633,0.067457,0.064958,684150000,0.87%,684.15M
9/9/2019,0.066623,0.066416,0.067791,0.065629,916810000,0.32%,916.81M
9/10/2019,0.066411,0.066301,0.068075,0.063989,1320000000,0.14%,1.32B
9/11/2019,0.066322,0.069495,0.06965,0.062376,1660000000,-4.58%,1.66B
9/12/2019,0.069504,0.06605,0.071455,0.064197,1690000000,5.23%,1.69B
9/13/2019,0.066046,0.072003,0.073116,0.06547,1630000000,-8.25%,1.63B
9/14/2019,0.071983,0.072941,0.078601,0.070597,2740000000,-1.31%,2.74B
9/15/2019,0.072938,0.068507,0.077486,0.067255,2680000000,6.47%,2.68B
9/16/2019,0.068507,0.066911,0.069195,0.065134,1160000000,2.38%,1.16B
9/17/2019,0.066913,0.063959,0.068294,0.063941,1360000000,4.64%,1.36B
9/18/2019,0.063945,0.061674,0.064688,0.061647,1270000000,3.71%,1.27B
9/19/2019,0.061659,0.065781,0.065786,0.061093,1960000000,-6.25%,1.96B
9/20/2019,0.065773,0.060046,0.06972,0.059037,3300000000,9.54%,3.30B
9/21/2019,0.060043,0.060477,0.061324,0.057453,1510000000,-0.71%,1.51B
9/22/2019,0.060469,0.052884,0.062835,0.051185,3640000000,14.37%,3.64B
9/23/2019,0.052871,0.056857,0.057822,0.049239,2390000000,-7.00%,2.39B
9/24/2019,0.056851,0.055206,0.058002,0.054641,1170000000,3.02%,1.17B
9/25/2019,0.055182,0.062798,0.062798,0.054264,2540000000,-11.96%,2.54B
9/26/2019,0.062678,0.055547,0.063649,0.050452,3690000000,12.79%,3.69B
9/27/2019,0.055569,0.05418,0.058345,0.04987,3300000000,2.63%,3.30B
9/28/2019,0.054145,0.063531,0.065888,0.052494,4780000000,-14.77%,4.78B
9/29/2019,0.063528,0.069845,0.070311,0.06349,1990000000,-8.99%,1.99B
9/30/2019,0.069803,0.075364,0.076459,0.068175,1290000000,-7.38%,1.29B
10/1/2019,0.075363,0.079343,0.079653,0.074248,906170000,-5.03%,906.17M
10/2/2019,0.079351,0.079288,0.081035,0.078945,546140000,0.08%,546.14M
10/3/2019,0.079291,0.080365,0.081545,0.078834,849300000,-1.35%,849.30M
10/4/2019,0.080374,0.082501,0.08254,0.077819,1270000000,-2.56%,1.27B
10/5/2019,0.082489,0.081038,0.084687,0.080903,1370000000,1.69%,1.37B
10/6/2019,0.081115,0.081835,0.082193,0.080596,647400000,-0.88%,647.40M
10/7/2019,0.081835,0.080273,0.082428,0.079337,906090000,1.94%,906.09M
10/8/2019,0.080275,0.082757,0.082939,0.07938,1020000000,-3.00%,1.02B
10/9/2019,0.082755,0.080976,0.083114,0.080106,1150000000,2.20%,1.15B
10/10/2019,0.08097,0.085831,0.089324,0.079056,2500000000,-5.63%,2.50B
10/11/2019,0.085803,0.087918,0.088425,0.083159,1790000000,-2.38%,1.79B
10/12/2019,0.087898,0.082699,0.088414,0.08211,1630000000,6.29%,1.63B
10/13/2019,0.082697,0.081798,0.083221,0.079956,569600000,1.10%,569.60M
10/14/2019,0.081798,0.081332,0.08319,0.080876,833580000,0.60%,833.58M
10/15/2019,0.08131,0.077868,0.087072,0.076101,2800000000,4.41%,2.80B
10/16/2019,0.077878,0.082975,0.083702,0.075445,1260000000,-6.14%,1.26B
10/17/2019,0.082975,0.083675,0.084473,0.082118,613710000,-0.77%,613.71M
10/18/2019,0.083616,0.083276,0.084311,0.080195,581830000,0.46%,581.83M
10/19/2019,0.083231,0.085874,0.088293,0.082195,763730000,-3.08%,763.73M
10/20/2019,0.085874,0.084428,0.086644,0.083853,344760000,1.71%,344.76M
10/21/2019,0.084427,0.083892,0.085293,0.082574,327660000,0.68%,327.66M
10/22/2019,0.083859,0.086643,0.087901,0.082608,732840000,-3.23%,732.84M
10/23/2019,0.086661,0.083366,0.087415,0.081508,854450000,3.95%,854.45M
10/24/2019,0.083366,0.090267,0.090967,0.083151,988790000,-7.66%,988.79M
10/25/2019,0.090277,0.087985,0.091331,0.086973,1010000000,2.64%,1.01B
10/26/2019,0.087952,0.093191,0.093191,0.085903,1050000000,-5.63%,1.05B
10/27/2019,0.093197,0.089386,0.093197,0.086587,1160000000,4.26%,1.16B
10/28/2019,0.089386,0.088083,0.091874,0.083685,1680000000,1.47%,1.68B
10/29/2019,0.08809,0.082447,0.095103,0.082152,3690000000,6.78%,3.69B
10/30/2019,0.082498,0.084823,0.089624,0.068584,6260000000,-2.74%,6.26B
10/31/2019,0.084818,0.108044,0.110705,0.075829,7180000000,-21.43%,7.18B
11/1/2019,0.107958,0.101361,0.118172,0.099659,3100000000,6.48%,3.10B
11/2/2019,0.101385,0.124116,0.125198,0.101263,3170000000,-18.31%,3.17B
11/3/2019,0.124115,0.127451,0.128175,0.123157,1140000000,-2.63%,1.14B
11/4/2019,0.127464,0.127811,0.132207,0.124916,1330000000,-0.27%,1.33B
11/5/2019,0.127806,0.128132,0.129771,0.123792,1400000000,-0.22%,1.40B
11/6/2019,0.12809,0.135906,0.137688,0.126271,2420000000,-5.75%,2.42B
11/7/2019,0.135905,0.129415,0.136086,0.129008,1440000000,5.02%,1.44B
11/8/2019,0.129413,0.130799,0.131888,0.126586,903770000,-1.06%,903.77M
11/9/2019,0.130802,0.132761,0.133896,0.127735,1190000000,-1.49%,1.19B
11/10/2019,0.132776,0.12744,0.136289,0.12611,1770000000,4.17%,1.77B
11/11/2019,0.127465,0.134927,0.136757,0.124521,1820000000,-5.52%,1.82B
11/12/2019,0.134912,0.137491,0.144982,0.133296,2930000000,-1.89%,2.93B
11/13/2019,0.137507,0.139976,0.143221,0.135475,2200000000,-1.76%,2.20B
11/14/2019,0.139966,0.137684,0.14559,0.13523,3410000000,1.66%,3.41B
11/15/2019,0.137684,0.157851,0.166093,0.136269,9460000000,-12.77%,9.46B
11/16/2019,0.157843,0.131732,0.169885,0.122725,10480000000,19.81%,10.48B
11/17/2019,0.131746,0.133811,0.134709,0.131198,749440000,-1.53%,749.44M
11/18/2019,0.133795,0.136355,0.136716,0.133356,512070000,-1.89%,512.07M
11/19/2019,0.136372,0.13621,0.138037,0.134792,833460000,0.13%,833.46M
11/20/2019,0.136198,0.140635,0.142716,0.134425,1280000000,-3.14%,1.28B
11/21/2019,0.140619,0.142581,0.146577,0.139125,1930000000,-1.40%,1.93B
11/22/2019,0.142616,0.140206,0.144459,0.13923,1200000000,1.72%,1.20B
11/23/2019,0.140206,0.13914,0.140429,0.133746,1770000000,0.74%,1.77B
11/24/2019,0.139173,0.143524,0.144905,0.13853,1030000000,-3.04%,1.03B
11/25/2019,0.14353,0.14593,0.147924,0.141461,1090000000,-1.65%,1.09B
11/26/2019,0.145933,0.144022,0.149694,0.142113,2060000000,1.41%,2.06B
11/27/2019,0.143911,0.139871,0.147435,0.137294,3260000000,2.89%,3.26B
11/28/2019,0.139871,0.137934,0.142936,0.136486,1550000000,1.35%,1.55B
11/29/2019,0.138006,0.1341,0.144376,0.133234,2400000000,2.90%,2.40B
11/30/2019,0.134113,0.148102,0.151386,0.133025,3150000000,-9.43%,3.15B
12/1/2019,0.14807,0.144212,0.157515,0.143608,3790000000,2.71%,3.79B
12/2/2019,0.14417,0.142583,0.144513,0.140738,921020000,1.13%,921.02M
12/3/2019,0.142564,0.146059,0.153003,0.140731,3260000000,-2.38%,3.26B
12/4/2019,0.146036,0.143365,0.148172,0.14028,2800000000,2.05%,2.80B
12/5/2019,0.143102,0.172654,0.174104,0.142508,7380000000,-17.05%,7.38B
12/6/2019,0.172508,0.148517,0.179018,0.147416,9360000000,16.16%,9.36B
12/7/2019,0.148512,0.146325,0.156286,0.141496,4010000000,1.51%,4.01B
12/8/2019,0.146308,0.138697,0.149395,0.1363,1850000000,5.48%,1.85B
12/9/2019,0.138704,0.141403,0.144299,0.138369,1210000000,-1.88%,1.21B
12/10/2019,0.141361,0.138077,0.142561,0.132265,1600000000,2.36%,1.60B
12/11/2019,0.138099,0.14317,0.147802,0.136352,2130000000,-3.47%,2.13B
12/12/2019,0.143061,0.144501,0.145389,0.138524,1680000000,-1.00%,1.68B
12/13/2019,0.144503,0.142177,0.148796,0.140795,1800000000,1.62%,1.80B
12/14/2019,0.142204,0.144832,0.1535,0.141409,2930000000,-1.82%,2.93B
12/15/2019,0.144839,0.136072,0.145376,0.135541,2750000000,6.42%,2.75B
12/16/2019,0.136101,0.130813,0.136825,0.12909,1210000000,4.03%,1.21B
12/17/2019,0.130831,0.136814,0.137471,0.128025,1820000000,-4.34%,1.82B
12/18/2019,0.136773,0.129805,0.140907,0.127841,3370000000,5.36%,3.37B
12/19/2019,0.129818,0.122436,0.131183,0.121085,1830000000,6.05%,1.83B
12/20/2019,0.122418,0.119245,0.125622,0.118728,1030000000,2.68%,1.03B
12/21/2019,0.119218,0.119099,0.121586,0.117789,724690000,0.14%,724.69M
12/22/2019,0.119054,0.123539,0.124079,0.11746,688170000,-3.63%,688.17M
12/23/2019,0.123535,0.119188,0.124991,0.1184,1110000000,3.63%,1.11B
12/24/2019,0.119207,0.116343,0.119528,0.114314,339030000,2.47%,339.03M
12/25/2019,0.116336,0.116988,0.119228,0.116135,355050000,-0.57%,355.05M
12/26/2019,0.116997,0.112591,0.117025,0.112107,527730000,3.91%,527.73M
12/27/2019,0.112591,0.113975,0.114209,0.110292,346150000,-1.17%,346.15M
12/28/2019,0.113923,0.111566,0.121335,0.110319,774550000,2.08%,774.55M
12/29/2019,0.1116,0.114717,0.116291,0.110102,348520000,-2.71%,348.52M
12/30/2019,0.11471,0.115419,0.117289,0.11471,109330000,-0.61%,109.33M
12/31/2019,0.115416,0.116885,0.118459,0.114119,214960000,-1.26%,214.96M
1/1/2020,0.116885,0.121489,0.121751,0.115029,359250000,-3.79%,359.25M
1/2/2020,0.121489,0.117086,0.123962,0.116574,305950000,3.76%,305.95M
1/3/2020,0.117086,0.118887,0.119963,0.115344,297770000,0.11%,297.77M
1/4/2020,0.116952,0.123778,0.123785,0.113997,275560000,-5.51%,275.56M
1/5/2020,0.123778,0.123118,0.125528,0.119675,217340000,0.54%,217.34M
1/6/2020,0.123119,0.122519,0.126188,0.121068,137360000,0.51%,137.36M
1/7/2020,0.122496,0.129689,0.130596,0.12027,373020000,-5.55%,373.02M
1/8/2020,0.129689,0.133033,0.133808,0.127289,691750000,-2.51%,691.75M
1/9/2020,0.133033,0.13395,0.136758,0.130792,885680000,-0.69%,885.68M
1/10/2020,0.133951,0.13347,0.138805,0.129953,1250000000,0.36%,1.25B
1/11/2020,0.133469,0.122965,0.134819,0.121422,1070000000,8.54%,1.07B
1/12/2020,0.122963,0.127599,0.12833,0.121306,883800000,-3.63%,883.80M
1/13/2020,0.127596,0.127659,0.130276,0.125801,764790000,-0.05%,764.79M
1/14/2020,0.127659,0.124013,0.12829,0.120605,1150000000,2.94%,1.15B
1/15/2020,0.124013,0.127247,0.127674,0.107474,4010000000,-2.52%,4.01B
1/16/2020,0.127224,0.131335,0.135383,0.127222,959110000,-3.14%,959.11M
1/17/2020,0.131352,0.12812,0.131786,0.124295,1210000000,2.55%,1.21B
1/18/2020,0.128089,0.136627,0.141556,0.127261,1690000000,-6.24%,1.69B
1/19/2020,0.136611,0.140909,0.141095,0.135477,838150000,-3.05%,838.15M
1/20/2020,0.140908,0.138599,0.146354,0.138484,1070000000,1.68%,1.07B
1/21/2020,0.138583,0.138369,0.142164,0.136167,980760000,0.12%,980.76M
1/22/2020,0.138414,0.148754,0.149999,0.137236,1230000000,-6.95%,1.23B
1/23/2020,0.148757,0.151606,0.151643,0.146288,704250000,-1.89%,704.25M
1/24/2020,0.151626,0.145778,0.152347,0.144858,966780000,3.93%,966.78M
1/25/2020,0.145895,0.148129,0.150132,0.142986,1460000000,-1.53%,1.46B
1/26/2020,0.148156,0.144302,0.157644,0.143727,2610000000,2.67%,2.61B
1/27/2020,0.144303,0.144804,0.147246,0.140862,969020000,-0.37%,969.02M
1/28/2020,0.144842,0.151458,0.154203,0.14263,1210000000,-4.34%,1.21B
1/29/2020,0.151417,0.159353,0.160551,0.150656,1600000000,-4.99%,1.60B
1/30/2020,0.159365,0.158127,0.162069,0.154445,1290000000,0.83%,1.29B
1/31/2020,0.158056,0.165201,0.169607,0.153091,2060000000,-4.32%,2.06B
2/1/2020,0.165193,0.154009,0.172657,0.1515,3200000000,7.27%,3.20B
2/2/2020,0.153996,0.146911,0.155418,0.144764,1230000000,4.81%,1.23B
2/3/2020,0.146924,0.147812,0.150426,0.144942,941500000,-0.55%,941.50M
2/4/2020,0.147737,0.137855,0.148024,0.137041,1050000000,7.16%,1.05B
2/5/2020,0.13786,0.137059,0.138802,0.134797,718450000,0.59%,718.45M
2/6/2020,0.137058,0.142329,0.1461,0.136238,915120000,-3.71%,915.12M
2/7/2020,0.142331,0.141611,0.14425,0.140893,766060000,0.49%,766.06M
2/8/2020,0.141632,0.139249,0.142377,0.136478,761970000,1.69%,761.97M
2/9/2020,0.139284,0.142894,0.143683,0.138172,652680000,-2.56%,652.68M
2/10/2020,0.142947,0.141465,0.143986,0.140551,645280000,1.01%,645.28M
2/11/2020,0.141519,0.141355,0.142473,0.137964,883860000,0.20%,883.86M
2/12/2020,0.141236,0.143016,0.145477,0.136276,1300000000,-1.21%,1.30B
2/13/2020,0.142961,0.14266,0.153061,0.141062,2420000000,0.21%,2.42B
2/14/2020,0.142655,0.137328,0.149085,0.132605,2410000000,3.86%,2.41B
2/15/2020,0.137352,0.141759,0.141804,0.126167,3070000000,-3.10%,3.07B
2/16/2020,0.141739,0.133278,0.144228,0.132155,2350000000,6.36%,2.35B
